
Frame 2125: 2016-10-19-21-04-40.282449: Tool 1, 2: 177.166016, -8.719214, -1479.205078, 0.451340, -0.161714, -0.877059, -0.030146, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2128: 2016-10-19-21-04-40.366454: Tool 1, 2: 177.218384, -9.063011, -1478.386597, 0.454531, -0.163988, -0.874994, -0.029917, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2134: 2016-10-19-21-04-40.449458: Tool 1, 2: 177.851868, -9.257857, -1477.291992, 0.463655, -0.161225, -0.870715, -0.029768, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2140: 2016-10-19-21-04-40.533463: Tool 1, 2: 177.825653, -9.755179, -1476.072876, 0.472458, -0.158984, -0.866421, -0.028684, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2143: 2016-10-19-21-04-40.617468: Tool 1, 2: 177.891113, -9.384013, -1475.808472, 0.476733, -0.162166, -0.863573, -0.025869, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2149: 2016-10-19-21-04-40.699472: Tool 1, 2: 178.265167, -10.176267, -1474.258179, 0.484473, -0.162541, -0.859209, -0.025061, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2155: 2016-10-19-21-04-40.783477: Tool 1, 2: 178.030945, -9.224452, -1474.169434, 0.486220, -0.173176, -0.856203, -0.022775, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2158: 2016-10-19-21-04-40.867482: Tool 1, 2: 177.781921, -8.353543, -1474.245361, 0.486369, -0.178758, -0.854949, -0.023553, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2164: 2016-10-19-21-04-40.948487: Tool 1, 2: 177.260178, -6.605810, -1473.861206, 0.478062, -0.204506, -0.853914, -0.021556, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2170: 2016-10-19-21-04-41.032492: Tool 1, 2: 175.406067, -3.157512, -1475.874634, 0.467368, -0.234524, -0.852319, -0.010858, *** 0.000000, 0.000000, 0.000000,  0.000000, 0.000000, 0.000000, 0.000000
Frame 2173: 2016-10-19-21-04-41.118496: Tool 1, 2: 174.987778, 0.246832, -1478.557861, 0.468787, -0.250324, -0.847098, -0.000665, *** 148.871429, -113.482170, -1524.900146,  0.402312, 0.545430, -0.725865, -0.117363
Frame 2182: 2016-10-19-21-04-41.232503: Tool 1, 2: 171.004791, 6.737897, -1479.040771, 0.481906, -0.282284, -0.829433, 0.011126, *** 137.020020, -107.246597, -1519.073242,  0.427540, 0.513829, -0.733592, -0.122608
Frame 2188: 2016-10-19-21-04-41.350510: Tool 1, 2: 171.821396, 7.182671, -1475.701782, 0.502840, -0.292882, -0.813214, 0.007447, *** 132.455612, -105.386475, -1514.676636,  0.441773, 0.499824, -0.731055, -0.143430
Frame 2194: 2016-10-19-21-04-41.465517: Tool 1, 2: 169.358749, 6.772575, -1469.743164, 0.525190, -0.298122, -0.797056, -0.000443, *** 125.126938, -103.916603, -1508.873169,  0.451952, 0.491586, -0.724994, -0.168720
Frame 2203: 2016-10-19-21-04-41.583523: Tool 1, 2: 165.382843, -2.927763, -1466.607178, 0.573663, -0.305488, -0.759507, -0.027169, *** 110.250748, -107.976501, -1507.499634,  0.466496, 0.473600, -0.710730, -0.230105
Frame 2209: 2016-10-19-21-04-41.701530: Tool 1, 2: 165.171127, -11.836125, -1466.715088, 0.598711, -0.313770, -0.735697, -0.042954, *** 103.263435, -113.024162, -1507.586792,  0.472600, 0.460142, -0.703407, -0.264835
Frame 2215: 2016-10-19-21-04-41.816536: Tool 1, 2: 165.472717, -17.665928, -1465.702271, 0.605712, -0.320055, -0.726669, -0.051298, *** 100.473694, -116.747581, -1506.882324,  0.470937, 0.454970, -0.701943, -0.280176
Frame 2224: 2016-10-19-21-04-41.933543: Tool 1, 2: 163.570572, -20.894918, -1471.866699, 0.615734, -0.334751, -0.711117, -0.055928, *** 93.599510, -117.741486, -1509.835815,  0.479875, 0.433034, -0.705462, -0.290734
Frame 2230: 2016-10-19-21-04-42.050550: Tool 1, 2: 160.690002, -20.901485, -1478.107422, 0.626687, -0.333144, -0.702369, -0.054378, *** 89.613586, -117.375023, -1515.419556,  0.486193, 0.432080, -0.696989, -0.301878
